id_cliente,probabilidade_inadimplencia
100023,0.0023526090240117135
100031,0.003113478202596924
100056,0.005946181575192087
100069,0.0020225182581183622
100085,0.0021019385171715077
100098,0.008944526481026834
100104,0.003629249830618121
100111,0.003414449729362112
100123,0.0017466380667680108
100165,0.001772769636969988
100178,0.0019370809824765657
100193,0.002486639522441939
100200,0.0015847198633412965
100208,0.0019496555085366026
100219,0.0020715391553463173
100233,0.0014417563912050829
100237,0.0032548399261078057
100258,0.0030324827097466056
100265,0.0025231372657241167
100266,0.004460562379661661
100276,0.0037362583093805504
100281,0.0016705199140598353
100298,0.0024803370754186184
100301,0.0034030617896082327
100307,0.003671605321278499
100317,0.0015429115648380514
100318,0.005685283061870631
100332,0.002372877191687391
100341,0.002366417198250064
100342,0.003116369445873203
100353,0.0030494810535292675
100374,0.009031668736979517
100403,0.002577684508513765
100406,0.004473922182616018
100410,0.00376679245952393
100414,0.00513655369548951
100418,0.0027748813237015906
100437,0.002301813654845395
100449,0.002634450287567403
100458,0.004512367664347362
100459,0.013725852639597226
100462,0.005120833082755892
100471,0.002602781983272439
100493,0.0019161714959230547
100498,0.00167461970913648
100505,0.0019333829872121438
100521,0.0061082456501121
100525,0.007836016143995908
100562,0.004354597105815163
100565,0.003453568236696776
100567,0.012945239020759728
100597,0.0024388327627641493
100628,0.0054817632141724625
100654,0.0058553503108414
100657,0.004244097425461374
100675,0.004922835072187329
100678,0.005797366211618312
100685,0.0033756684177796478
100693,0.0028123835655050533
100712,0.0039742847143373825
100736,0.003263844227510388
100746,0.00910391244024737
100759,0.002033661463223279
100783,0.008498310161150963
100785,0.0025490505352363194
100806,0.005011715309322698
100813,0.0015302712802196395
100815,0.0021839131610000987
100824,0.008463276864600949
100827,0.004942112796250608
100828,0.005218783916159021
100846,0.004932980282266802
100854,0.001967544323515268
100857,0.004122372326914229
100875,0.003876547547891028
100877,0.00948867246856315
100890,0.00236920646099579
100893,0.0018399271979988479
100895,0.0026780452838840946
100900,0.004514840141010391
100909,0.002945547847783718
100914,0.001577265934826276
100927,0.008024562184961042
100928,0.0031885705443760897
100943,0.0018063494695996485
100949,0.0016385402696554344
100962,0.0023065277746820417
100995,0.004865036173924794
101028,0.002073290197513227
101032,0.0035440748966239872
101042,0.004081943579058955
101066,0.004179469082828536
101077,0.0033158301862792664
101082,0.003152305668074305
101083,0.003714766883966056
101093,0.003833085639039147
101108,0.0061479139882322995
101112,0.003234200586873647
101133,0.0020854022770884933
101166,0.012346132404729215
101195,0.004151980720472459
101205,0.0031605454201438714
101253,0.001879857937141295
101254,0.003189349587134528
101265,0.00249832710955308
101267,0.004044251648582454
101319,0.002808855485700065
101321,0.0045829452429010965
101331,0.00555836696936094
101334,0.002715457919068015
101352,0.0020536955222817486
101357,0.006126484918285872
101358,0.005619244137213804
101390,0.0038790653893110987
101391,0.005238730405824953
101402,0.037228616508528434
101408,0.0013603437278294902
101414,0.0028953218500477984
101438,0.004983897749879904
101442,0.00568777726462717
101445,0.0019079240660868951
101451,0.003832170166668233
101455,0.0031597646564148277
101458,0.0026482355007320883
101459,0.001154864389276857
101461,0.0016551937059989803
101475,0.0036879494996467574
101487,0.0030120886552508007
101498,0.003936111156236384
101502,0.008288995082163023
101520,0.002285729673855373
101529,0.002047371412134626
101531,0.0028491850101270335
101535,0.0018227804432745674
101540,0.015912199118647836
101564,0.003917875097661876
101565,0.0019558670165090246
101574,0.0048449777844263575
101583,0.005092001810196379
101587,0.0018613571828742328
101600,0.002401763872471523
101622,0.0019933591324211544
101623,0.003762911956053952
101633,0.008826181220754918
101670,0.002615874229589964
101684,0.0031678061383829193
101687,0.0030408930055018284
101692,0.00529747513159538
101693,0.002984187488520772
101721,0.003915098786476191
101749,0.0031537480626396795
101766,0.0019343725105429649
101779,0.001787718871663634
101783,0.016684570971601684
101796,0.004992351469248755
101800,0.0022396139748140378
101811,0.007807486547393468
101813,0.008986800907255975
101842,0.0023124290326547465
101847,0.003632118247298586
101848,0.0019807924047123564
101889,0.009822223395866756
101898,0.001172410160884527
101905,0.0021257582530401927
101911,0.002379943930464646
101912,0.006237802022078348
101914,0.004271675514733925
101918,0.001992226898081994
101924,0.008629389444528764
101932,0.0031445350801629296
101937,0.0017778755485736207
101942,0.0018083565776132098
101970,0.0012123724111776089
101980,0.0023330225175978454
101985,0.0013685747383084612
102020,0.0013100284627832796
102024,0.0072736645261808446
102032,0.0017936051551732486
102033,0.004393245412378037
102039,0.004197375533908333
102042,0.003412888392623313
102072,0.0018766942229822279
102088,0.0024511582020845554
102093,0.002476042248917037
102097,0.005779083931469511
102102,0.0017401556032086883
102104,0.009111120262339508
102107,0.0013115496892283911
102110,0.0033285390962832636
102115,0.0015464656926430563
102120,0.0030110207245211554
